"","subject","wordEccentricity","side","efficacy","latency","precision","val","warnings"
"1","12",1,"left",0.706107642578268,0.179260971309432,0.831057884024535,235.282837881744,"None"
"2","12",1,"right",0.445199216392649,0.0539970586398975,0.556822479682635,283.246691596978,"None"
"3","12",6,"left",0.334618670801597,-0.151572016709335,0.880024181820525,302.270923914399,"None"
"4","12",6,"right",0.383800600988858,0.113026648361904,1.34039255176324,312.191498785369,"None"
"5","13",1,"left",0.796493499422252,-0.0116828009941057,0.592059084278361,185.199241320823,"None"
"6","13",1,"right",0.209236831332445,0.485844187900595,0.0327343153495096,323.102314023982,"None"
"7","13",6,"left",0.511994703136463,-0.254430872639222,0.918881791358359,285.176240302104,"None"
"8","13",6,"right",0.276047416806656,0.324814170510826,0.623285207377985,316.855613767424,"None"
"9","14",1,"left",0.852287364430474,0.0383029135412407,0.421624263631073,144.352572933139,"None"
"10","14",1,"right",0.601729417039406,0.197078713965578,0.565063375847785,245.328315279744,"None"
"11","14",6,"left",0.72869869054114,0.488400055257522,0.599463745993816,207.562774053417,"None"
"12","14",6,"right",0.418023565277615,0.759649814839948,0.669688702870251,289.931495736344,"None"
"13","15",1,"left",0.756159067862652,0.00886628742157744,1.05778917486084,234.192055061035,"None"
"14","15",1,"right",0.57938990303416,0.0104542780118646,1.15144328242299,276.733445163528,"None"
"15","15",6,"left",0.473620327806483,0.277379153329642,0.808927849309197,284.990261296369,"None"
"16","15",6,"right",0.574138102158533,0.381648083558881,0.980813158065977,272.97642336236,"None"
"17","16",1,"left",0.877539391491551,-0.187799537590206,0.734247912901024,173.184743335719,"None"
"18","16",1,"right",0.39074513302502,-0.322254510360165,1.16927804780813,311.426814109618,"None"
"19","16",6,"left",0.659830139636515,0.298088276761655,0.887097784209843,245.509226780545,"None"
"20","16",6,"right",0.268657487242796,0.427897792644169,0.65753864946136,322.070362190078,"None"
"21","17",1,"left",0.971233272136227,0.225952649777211,0.842819495404317,144.837031605448,"None"
"22","17",1,"right",0.625322522876674,-0.0335159188049684,1.02432793792098,264.239620231816,"None"
"23","17",6,"left",0.729700479299981,0.338440050136789,0.74479495703572,223.019955914483,"None"
"24","17",6,"right",0.452844583727718,0.0411677537486787,1.02648844329473,297.273425949214,"None"
"25","18",1,"left",1e-05,4,4,370.757348435132,"None"
"26","18",1,"right",1e-05,4,4,371.321450020676,"None"
"27","18",6,"left",1e-05,4,4,369.70720217845,"None"
"28","18",6,"right",1e-05,4,4,379.51007579755,"None"
"29","19",1,"left",0.647558326291001,0.35230806186295,1.18115683137695,265.957432608476,"None"
"30","19",1,"right",0.432979765596512,0.616921123609375,1.87887289225533,310.982385461282,"None"
"31","19",6,"left",0.511594396315662,0.87005644144914,1.24065842001238,292.547222345967,"None"
"32","19",6,"right",0.356813162720603,0.480137834442027,1.36373820139608,317.71230464728,"None"
"33","20",1,"left",0.17995931236141,-4,4,343.192883267111,"None"
"34","20",1,"right",0.0618748831438995,-4,4,351.011668694209,"None"
"35","20",6,"left",0.0914948570768509,-4,4,344.125526129625,"None"
"36","20",6,"right",0.12906222288236,-4,4,346.169624234454,"None"
"37","21",1,"left",0.883152301195623,-0.00608598293508291,0.924998860805167,191.31373418997,"None"
"38","21",1,"right",0.403994955582289,0.749309942066137,1.5152602559844,310.181316821991,"None"
"39","21",6,"left",0.752001003549127,0.229988156520241,0.918702525923062,225.31805949962,"None"
"40","21",6,"right",0.583685451019798,1.46221139199451,4,317.79223471076,"None"
"41","22",1,"left",0.816062307181974,0.412260638649508,0.893635507815239,204.591875485383,"None"
"42","22",1,"right",0.389476323528666,0.735694412757601,0.732930239015277,299.115823236959,"None"
"43","22",6,"left",0.800091854410261,0.767646128636183,1.51869014372427,244.676403525336,"None"
"44","22",6,"right",0.363780770497122,0.277943340233587,1.47079999848028,317.213938575772,"None"
"45","23",1,"left",0.921429487714135,0.344598584724954,0.624485133843316,144.038644575142,"None"
"46","23",1,"right",0.714668049717313,0.0758432399456016,0.685947010932648,224.764235226967,"None"
"47","23",6,"left",0.747927997562811,0.279247137698898,0.653209794617688,209.532062638388,"None"
"48","23",6,"right",0.746076121860377,0.454711072316063,0.770882406185292,215.918306403232,"None"
"49","24",1,"left",0.714838573658139,0.14149529529508,0.856249719116741,230.855719513471,"None"
"50","24",1,"right",0.571175843286243,0.210785691943922,0.539034637235985,246.118946686996,"None"
"51","24",6,"left",0.581784666869739,0.242043290296971,0.874600702119936,268.848489667865,"None"
"52","24",6,"right",0.461486026436186,0.317829368387945,0.547034786443371,273.826841290574,"None"
"53","25",1,"left",0.936897807903127,-0.00135661716806794,0.782785245094654,155.735574965234,"None"
"54","25",1,"right",0.579694504776652,-0.101697955192556,0.83676999565417,261.094559413083,"None"
"55","25",6,"left",0.564940985856115,0.158024701829569,0.844499103334849,266.336875130604,"None"
"56","25",6,"right",0.492873980031022,-0.310838855124711,1.19654942742613,294.20633624633,"None"
"57","26",1,"left",0.892751396465665,0.201734049940623,0.903061250978622,182.710706358262,"None"
"58","26",1,"right",0.341632836391053,0.303396349706313,0.508361483007692,304.133889615993,"None"
"59","26",6,"left",0.602559690368833,0.401966057004482,0.813337575065446,258.625896549513,"None"
"60","26",6,"right",0.202256679647447,0.789482192648503,0.775493140724208,322.591491867708,"None"
"61","27",1,"left",0.922958576796125,0.168676143553998,0.530000162189395,131.137576069673,"None"
"62","27",1,"right",0.502977843002758,-0.324715535233949,0.868559988270184,285.916428490085,"None"
"63","27",6,"left",0.821711150540169,0.374375510455543,0.585618857233335,176.86882093044,"None"
"64","27",6,"right",0.604976923241225,-1.70360204758999,4,321.490395867006,"None"
"65","28",1,"left",0.898021841182537,0.0161707953857808,0.521202687812399,140.419530367875,"None"
"66","28",1,"right",0.832747843734397,0.0649230088482688,0.562824729279296,172.062899691194,"None"
"67","28",6,"left",0.843909851941706,0.278392395611487,0.522191115481737,165.738291899555,"None"
"68","28",6,"right",0.75209179685614,0.370941100444962,0.574957091276152,198.717174538443,"None"
"69","29",1,"left",0.76934965861399,0.275646691442675,1.09410007859436,233.115624496898,"None"
"70","29",1,"right",0.286227405101692,0.139390984923253,1.49219848966958,324.656134753925,"None"
"71","29",6,"left",0.840718814634218,0.249570842363523,1.04343754579631,210.083210663609,"None"
"72","29",6,"right",0.120770554205288,-4,4,333.246831509828,"None"
"73","30",1,"left",0.929756083965452,0.447935577551917,0.549483098020309,132.159893315692,"None"
"74","30",1,"right",0.107072661143485,-0.462502117881943,1e-05,329.653208682311,"None"
"75","30",6,"left",0.776226667150206,0.407071557914003,0.79057703586524,212.901917688876,"None"
"76","30",6,"right",0.283626683810176,0.2396548045744,0.870037782257861,317.644287137352,"None"
"77","31",1,"left",0.788844296461521,0.102587251665879,1.02062636345855,220.348520441641,"None"
"78","31",1,"right",0.318852105224618,0.473892207299352,1.33456237067213,322.744548872915,"None"
"79","31",6,"left",0.770285498172002,0.162254068831305,0.747184756918058,209.444206881132,"None"
"80","31",6,"right",0.0536032227543256,-3.23502296974061,1e-05,349.476852337623,"None"
"81","32",1,"left",0.950125773645824,-0.0279382232122698,0.632537823815996,134.380691849767,"None"
"82","32",1,"right",0.779603135222059,-0.161237487268586,0.671701688502033,200.277259889549,"None"
"83","32",6,"left",0.837104850538313,0.279308574682389,0.574559769987216,174.532365051378,"None"
"84","32",6,"right",0.801824752299026,0.115052111859364,0.619859180012686,191.950747427594,"None"
"85","33",1,"left",0.85826298810348,-0.136149786585998,0.835883003772853,190.551148345151,"None"
"86","33",1,"right",0.438692621778572,-0.429802329612248,0.827301593786367,294.996149574111,"None"
"87","33",6,"left",0.508438502139403,-0.524977755233156,1.58644633216108,300.024202963238,"None"
"88","33",6,"right",0.370448854916381,-0.812760891714488,0.927628895482091,302.147741319598,"None"
"89","34",1,"left",0.899642108862733,0.32719478579879,0.601918777241507,151.412445008333,"None"
"90","34",1,"right",0.484531640570199,0.372395635164711,0.788063342335369,282.018701308661,"None"
"91","34",6,"left",0.393511484082714,1.29429618713168,0.472012518085924,287.923792291442,"None"
"92","34",6,"right",0.496188186116745,0.780834048637558,0.831119511331011,283.616368713446,"None"
"93","35",1,"left",0.439557490819903,0.069324393469128,0.575995653797002,281.847276959002,"None"
"94","35",1,"right",0.320965358159145,-0.188542494795695,0.534927138459794,306.62282221048,"None"
"95","35",6,"left",0.601494630336098,0.117124189804102,0.517956692388786,240.89933815304,"None"
"96","35",6,"right",0.195271136283231,-4,4,333.209329000602,"None"
"97","36",1,"left",1e-05,-4,1.0032386013985,360.02426405181,"None"
"98","36",1,"right",1e-05,4,4,385.401082896239,"None"
"99","36",6,"left",0.167162390711842,-4,4,321.934968582136,"None"
"100","36",6,"right",1e-05,4,4,368.203048155385,"None"
"101","37",1,"left",0.924802926971892,0.0631803897781494,0.647987220057383,146.310340027546,"None"
"102","37",1,"right",0.489582270440775,0.0317473012319452,0.801007037854649,281.250999872522,"None"
"103","37",6,"left",0.701435262276526,0.0964978992700701,0.834286619518149,234.105209633318,"None"
"104","37",6,"right",0.587602218389365,0.202988236206395,0.821396348341361,264.275480183752,"None"
